Split #,Precision,Recall,F1
0,0.19302244369671895,0.2160514172709295,0.20388871793043936
1,0.19189620626829682,0.21542772375144223,0.20298224516744248
2,0.17634948527863245,0.20323059172572944,0.18883820524275008
3,0.18766479273993017,0.21361463655843088,0.1998006554487351
4,0.1895246853320895,0.20916433163013023,0.19886077844303274
