Split #,Precision,Recall,F1
0,0.25496793069909157,0.3043836519446276,0.2774929839588455
1,0.2696917796610483,0.31481786715015675,0.2905128814349404
2,0.2580527264429515,0.30229108290753254,0.2784256266312713
3,0.2637668145918058,0.3021262567990771,0.2816464254088493
4,0.26375785520066014,0.30393934399208833,0.28242658091829065
