Split #,Precision,Recall,F1
0,0.2661475643889947,0.3081740276862229,0.2856231352203554
1,0.27979194286964654,0.32338882478984693,0.30001482952242103
2,0.26364639083502894,0.3082248228119333,0.28419812069889866
3,0.26876927967172226,0.30641173561892204,0.28635876107157543
4,0.26307385389600474,0.3078951705950223,0.28372526582017155
