Split #,Precision,Recall,F1
0,0.2124865375107647,0.2916477811199473,0.2458520473321321
1,0.2184185305782015,0.2979933248176686,0.2520750189938742
2,0.22331575418284552,0.27335283695249085,0.24581379226145642
3,0.21727754355434648,0.2787506695784746,0.24420490265106143
4,0.22541977203425959,0.2975523322894346,0.2565114978730527
