Split #,Precision,Recall,F1
0,0.24516808753501304,0.321193144363876,0.27807803393967895
1,0.23508051360002016,0.31712543266853477,0.2700079928190117
2,0.2575146642943508,0.33641008735783745,0.291722244173851
3,0.2535581673434218,0.30492830064282195,0.27688069636108814
4,0.25102915408022497,0.32305917257293554,0.2825254130549041
