Split #,Precision,Recall,F1
0,0.16042860242976112,0.23203691496374423,0.1897000186257017
1,0.13756266626009941,0.22960276907862204,0.1720465275606307
2,0.15486597789938267,0.22960276907862204,0.18497033967653648
3,0.12467267947490643,0.22317455084885443,0.15997694861067774
4,0.1448687541244248,0.2307565518378111,0.17799340800618382
