Split #,Precision,Recall,F1
0,0.270628076575861,0.3177323665128543,0.29229463069904166
1,0.28197721949223853,0.3278391297181475,0.3031836268685729
2,0.28039938127270625,0.3153123454755235,0.2968327887772115
3,0.277006316514089,0.3232239986813911,0.29833577884025253
4,0.255723543513176,0.3154771715839789,0.2824749272285046
