Split #,Precision,Recall,F1
0,0.29235287368588986,0.33717864205669107,0.31316984927911895
1,0.30310494275326677,0.3456403494313502,0.32297821530177634
2,0.29071522862748217,0.3308059996703479,0.30946760125600603
3,0.28813649439816313,0.33179495632108125,0.3084284091811451
4,0.289251536367194,0.33690456568320426,0.3112647562289362
