Split #,Precision,Recall,F1
0,0.24576951089169044,0.32246899336602247,0.27894289522260013
1,0.23328651013689444,0.31204417157690884,0.26697817759661474
2,0.23291165796811386,0.31583501586385915,0.2681078927569469
3,0.2290285106840973,0.3085829659236063,0.2629195996853181
4,0.2337635615602124,0.3144058018790176,0.2681529648476296
