Split #,Precision,Recall,F1
0,0.31820900018350956,0.36437046802900486,0.3397288307881199
1,0.3212887449671114,0.3570133509147851,0.3382102816674361
2,0.31786782502412353,0.36063952530080795,0.3379055553936214
3,0.3201809210460662,0.3617933080599967,0.33971757189357726
4,0.30708344138341287,0.35124443711883974,0.3276827673244708
